Nome,cargo,partido,estado,ocorrencia,descricao,status,processo
Acir Gurgacz,Senador,PDT,RO,Estelionato,Crime de Estelionato e crimes contra o Sistema Financeiro,Em andamento- Recurso,"935 - STF (http://politica.estadao.com.br/noticias/geral,supremo-condena-o-senador-acir-gurgacz-a-prisao-por-cr)"
Adalberto Cavalcanti ,Deputado Federal,AVANTE,PE,Improbidade Administrativa,Emprego irregular de verbas ou rendas públicas por Parte de Funcionários Públicos,Em andamento - Recurso,976/2016 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4934553)
Adalberto Cavalcanti ,Deputado Federal,AVANTE,PE,Improbidade Administrativa,Improbidade Administrativa,Em Andamento,0000323-39.2010.8.17.0120 - TJ - PE/ Comarca de Afrânio (https://srv01.tjpe.jus.br/consultaprocessualunificada/processo/00003233920108170120)
Adalberto Cavalcanti ,Deputado Federal,AVANTE,PE,Dano ao Erário,Improbidade Administrativa, Dano ao Erário,0000015-32.2012.8.17.0120 - TJ - PE/ Comarca de Afrânio (https://srv01.tjpe.jus.br/consultaprocessualunificada/processo/00000153220128170120)
Adalberto Cavalcanti ,Deputado Federal,AVANTE,PE,Improbidade Administrativa,Improbidade Administrativa,Em Andamento,0003473-41.2016.8.17.2990 - TJ - PE/ Comarca de Olinda (https://srv01.tjpe.jus.br/consultaprocessualunificada/processo/00034734120168172990)
Adelmo Carneiro Leão,Deputado Federal,PT,MG,Dano Ambiental,Dano Ambiental,Processo suspenso por convenção das partes para cumprimento voluntário da obrigação,0231761-79.2011.8.13.0701 - TJ - MG/ Comarca de Uberaba (http://www4.tjmg.jus.br/juridico/sf/proc_complemento.jsp?comrCodigo=701&numero=1&listaProcessos=1102)
Adelson Barreto,Deputado Federal,PR,SE,Crime Eleitoral,Prestação de Contas de Campanha Eleitoral de 2014 Recusada,O Deputado Recorreu mas a decisão foi mantida,0000668-78.2014.6.25.0000 - TRE - SE (http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=142972014&comboTribunal=se)
Adelson Barreto,Deputado Federal,PR,SE,Crime Eleitoral,Conduta Vedada a agente público. Representação por parte do Ministério Público Eleitoral,O Deputado Recorre,0001278-46.2014.6.25.0000 - TRE - SE (http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=238862014&comboTribunal=se)
Adelson Barreto,Deputado Federal,PR,SE,Dano ao Erário,É alvo de ação civil de Improbidade Administrativa com Dano ao Erário e Enriquecimento Ilícito,Em Andamento,0017621-15.2015.8.25.0001 - TJ/SE - Comarca de Aracuaju (http://www.tjse.jus.br/portal/consultas/consulta-processual)
Adelson Barreto,Deputado Federal,PR,SE,Enriquecimento ilícito,É alvo de ação civil de Improbidade Administrativa com Dano ao Erário e Enriquecimento Ilícito,Em Andamento,0002393-29.2017.8.25.0001 - TJ/SE - Comarca de Aracuaju (http://www.tjse.jus.br/portal/consultas/consulta-processual)
Adilton Sachetti,Deputado Federal,PRB,MT,Improbidade Administrativa,"O parlamentar é acusado de realiza repasses irregulares à um convênio firmado com o Estado do Mato Grosso, a época em que era prefeito do município de Rondonópolis (MT).",Em Andamento,Ação Penal 947/2015 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4795345)
Adilton Sachetti,Deputado Federal,PRB,MT,Crime Eleitoral,Falsidade Ideológica para fins eleitorais.,Em Andamento,4165/2015 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4886636)
Adilton Sachetti,Deputado Federal,PRB,MT,Crime de Responsabilidade,Crime de Responsabilidade,Em Andamento - Denúncia Aceita,4210/2015 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4944466)
Adilton Sachetti,Deputado Federal,PRB,MT,Crime de Responsabilidade,Crime de Responsabilidade enquadrado na Lei de Licitações. O deputado foi acusado no TJ - MT de desvios de verba do Fundo Estadual da Educação,Em Andamento,4632/2017 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5283008)
Adilton Sachetti,Deputado Federal,PRB,MT,Crime de Responsabilidade,Crime de Responsabilidade,Em Andamento,4310/2016 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5042358)
Adilton Sachetti,Deputado Federal,PRB,MT,Improbidade Administrativa,O deputado é de Improbidade Administrativa pela contratação de funcionários para a prefeitura de Rondonópolis sem realização prévia de concurso público,Em Recurso,0004093-05.2009.8.11.0003 - TJ-MT (http://servicos.tjmt.jus.br/Processos/Tribunal/dadosProcesso.aspx)
Adilton Sachetti,Deputado Federal,PRB,MT,Crime contra a Lei de Licitações,"O Tribunal constatou irregularidade em contratação temporária sem considerar os requisitos exigidos no processo seletivo, todavia, houve prescrição do feito",Prescrição,nº 103870/2008 - TCE-MT (http://www.tce.mt.gov.br/protocolo/decisao/num/103870/ano/2008/num_decisao/121/ano_decisao/2012/hash)
Adilton Sachetti,Deputado Federal,PRB,MT,Apropriação Indébita,"A acusação alega que o ex-prefeito se omitiu ao permitir que seu secretário municipal de Desenvolvimento Econômico se apropriasse irregularmente de quatro lotes públicos no Distrito Industrial de Rondonópolis por meio de empresa fictícia, o que causou prejuízo aos cofres públicos",Em Andamento,8931-83.2012.811.0003 - TJ-MT - Comarca de Rondonópolis (http://servicos.tjmt.jus.br/processos/comarcas/dadosProcesso.aspx)
Adilton Sachetti,Deputado Federal,PRB,MT,Apropriação indébita,"O Deputado é acusado de desviar verba recebida do Fundo Estadual de Educação destinada à construção de complexo estudantil e ginásio poliesportivo, causando prejuízo aos cofres públicos. A obra não foi feita, mas o município recebeu a verba, comprovou os gastos e fez o pagamento à construtora contratada. Decretou-se a indisponibilidade de bens e houve quebra de sigilo bancário e fiscal dos réus.",Em Andamento,13082-92.2012.811.0003 - TJ-MT - Comarca de Rondonópolis (http://servicos.tjmt.jus.br/Processos/Comarcas/dadosProcesso.aspx)
Adilton Sachetti,Deputado Federal,PRB,MT,Dano ao Erário,"Omissão do deputado, à época Prefeito, na inspeção de pavimentação realizada pela empresa Terra norte Engenharia, o que teria causado prejuízo aos cofres públicos em razão da má qualidade da obra.",Em Andamento,14048-21.2013.811.0003 - TJ-MT - Comarca de Rondonópolis (http://servicos.tjmt.jus.br/Processos/Comarcas/dadosProcessoPrint.aspx)
Adilton Sachetti,Deputado Federal,PRB,MT,Dano ao Erário,"O parlamentar é acusado de causar dano aos cofres públicos ao não executar parte de reforma na Delegacia Especializada do Adolescente de Rondonópolis. Após receberem verbas do Fundo Estadual de Segurança Pública, os réus alteraram itens da planilha do projeto aprovado pelo estado e sonegaram parcelas da execução da obra. Foi determinada a indisponibilidade de seus bens.",Em Andamento,2655-94.2016.811.0003 - TJ-MT - Comarca de Rondonópolis (http://cia.tjmt.jus.br/Publico/ConsultaPublica/Index.aspx)
Adilton Sachetti,Deputado Federal,PRB,MT,Apropriação Indébita,"O ex-prefeito é acusado de omissão ao permitir que seu secretário municipal de Desenvolvimento Econômico se apropriasse irregularmente de lotes públicos no Distrito Industrial de Rondonópolis por meio de empresa fictícia, o que causou prejuízo aos cofres públicos.",Em Andamento,8931-83.2012.811.0003 - TJ-MT - Comarca de Rondonópolis (http://cia.tjmt.jus.br/Publico/ConsultaPublica/Index.aspx)
Adilton Sachetti,Deputado Federal,PRB,MT,Crime contra a Lei de Licitações,"A acusação alega que foram transferidos dois lotes públicos à Construtora Égide sem realização de licitação, causando prejuízo aos cofres públicos.",Em Andamento,14705-60.2013.811.0003 - TJ-MT - Comarca de Rondonópolis (http://cia.tjmt.jus.br/Publico/ConsultaPublica/Index.aspx)
Adilton Sachetti,Deputado Federal,PRB,MT,Enriquecimento Ilícito,"A acusação alega que foram transferidos lotes públicos às empresas Sachet & Fagundes Ltda. e Agropecuária B&Q S.A. sem procedimento licitatório, enriquecendo-as ilicitamente e causando prejuízo aos cofres públicos.",Em Andamento,15733-63.2013.811.0003 - TJ-MT - Comarca de Rondonópolis (http://cia.tjmt.jus.br/Publico/ConsultaPublica/Index.aspx)
Eli Corrêa Filho,Deputado Federal,DEM,SP,Crime Eleitoral,"Crimes eleitorais - inutilizar, alterar ou perturbar meio de propaganda devidamente empregado e impedir o exercício depropaganda)",Inquérito,0000897-46.2017.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5126334)
Eli Corrêa Filho,Deputado Federal,DEM,SP,Crime de Responsabilidade,Representação por conduta vedada e Abuso de Poder político e econômico,Aguarda julgamento,0001295-41.2016.6.26.0176 - TRE-SP - 176a Zona Eleitoral (http://inter03.tse.jus.br/sadpPush/ExibirPartesProcessoZona.do)
Aécio Neves,Senador,PSDB,MG,Corrupção Passiva,Investigado por crime de Corrupção Passiva,Em andamento,4506 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5199552)
Aécio Neves,Senador,PSDB,MG,Investigação Penal,Investigação Penal,Em andamento,4334 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5191630)
Aécio Neves,Senador,PSDB,MG,Investigação Penal,Investigação Penal,Em andamento,4444 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5149828)
Aécio Neves,Senador,PSDB,MG,Investigação Penal,Investigação Penal,Em andamento,4414 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5149770)
Aécio Neves,Senador,PSDB,MG,Investigação Penal,Investigação Penal,Em andamento,4392 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5149730)
Aécio Neves,Senador,PSDB,MG,Corrupção Ativa e Passiva,"Crime de Corrupção Passiva, corrupção ativa e Lavagem de Dinheiro",Em andamento,4423 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5149787)
Aécio Neves,Senador,PSDB,MG,Investigação Penal,Investigação Penal,Em andamento,4436 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5149812)
Aelton Freitas,Deputado Federal,PR,MG,Lavagem de Dinheiro,"Crimes Previstos na Legislação Extravagante | Crimes de ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores",Em Andamento,3844/2014 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4554798)
Aelton Freitas,Deputado Federal,PR,MG,Crime de Responsabilidade,Foi multado por irregularidades referentes a despesas da prefeitura de Iturama no exercício de 1994.,Em Andamento,602995 - TCE-MG (http://www.tce.mg.gov.br/pesquisa_processo.asp?cod_processo=602995)
Aelton Freitas,Deputado Federal,PR,MG,Crime contra a Lei de Licitações,Foi multado por irregularidades referentes a procedimentos licitatórios e contratos da prefeitura de Iturama no exercício de 1996. A decisão está transitada em julgado.,Trânsitado em Julgado,612655 - TCE-MG (http://www.tce.mg.gov.br/pesquisa_processo.asp?cod_processo=612655)
Aelton Freitas,Deputado Federal,PR,MG,Crime contra a Lei de Licitações,Referente a contrato celebrado de maneira irregular entre o município de Iturama e a empresa Certril Construções Elétricas LTDA,Em Recurso,006889-51.2012.8.13.0344 - TJ-MG - Comarca de Iturama (http://www.tjmg.jus.br/portal-tjmg/processos/andamento-processual/#.WyO9hlVKjIU)
Aelton Freitas,Deputado Federal,PR,MG,Crime contra a Lei de Licitações,Referente a contrato celebrado de maneira irregular entre o município de Iturama e a empresa Ituraup Iturama Auto Peças LTDA.,Em Andamento,053840-06.2012.8.13.0344 - TJ-MG - Comarca de Iturama (http://www.tjmg.jus.br/portal-tjmg/processos/andamento-processual/#.WyO9hlVKjIU)
Aelton Freitas,Deputado Federal,PR,MG,Crime de Responsabilidade,Violação dos princípios administrativos,contas Reprovadas,0041055-38.2014.8.13.0151 - TJ-MG - Comarca de Cassia (http://www4.tjmg.jus.br/juridico/sf/proc_resultado.jsp?listaProcessos=14004105&comrCodigo=151&numero)
Aelton Freitas,Deputado Federal,PR,MG,Crime de Responsabilidade,Prestação de Contas enquanto Prefeito,Em Andamento - Processo Suspenso,0050689-32.2012.8.13.0344 - TJ-MG - Comarca de Iturama (http://www4.tjmg.jus.br/juridico/sf/proc_resultado.jsp?listaProcessos=12005068&comrCodigo=344&numero)
Aelton Freitas,Deputado Federal,PR,MG,Dano ao Erário,Atos de Improbidade Administrativa - Dano ao Erário,Em Andamento,0071693-28.2012.8.13.0344 - TJ-MG - Comarca de Iturama (http://www4.tjmg.jus.br/juridico/sf/proc_resultado.jsp?listaProcessos=12007169&comrCodigo=344&numero)
Aelton Freitas,Deputado Federal,PR,MG,Improbidade Administrativa,Atos de Improbidade Administrativa - Dano ao Erário,Em Andamento,0002225-40.2013.8.13.0344 - TJ-MG - Comarca de Iturama (http://www4.tjmg.jus.br/juridico/sf/proc_resultado.jsp?listaProcessos=13000222&comrCodigo=344&numero)
Aelton Freitas,Deputado Federal,PR,MG,Improbidade Administrativa,Atos de Improbidade Administrativa - Dano ao Erário,Em Andamento,0002290-35.2013.8.13.0344 - TJ-MG - Comarca de Iturama (http://www4.tjmg.jus.br/juridico/sf/proc_resultado.jsp?listaProcessos=13000229&comrCodigo=344&numero)
Aelton Freitas,Deputado Federal,PR,MG,Improbidade Administrativa,Atos de Improbidade Administrativa - Dano ao Erário,Em Andamento,0002639-38.2013.8.13.0344 - TJ-MG - Comarca de Iturama (http://www4.tjmg.jus.br/juridico/sf/proc_resultado.jsp?listaProcessos=13000263&comrCodigo=344&numero)
Aelton Freitas,Deputado Federal,PR,MG,Improbidade Administrativa,Atos de Improbidade Administrativa - Dano ao Erário,Em Andamento,0002308-56.2013.8.13.0344 - TJ-MG - Comarca de Iturama (http://www4.tjmg.jus.br/juridico/sf/proc_complemento.jsp?comrCodigo=344&numero=1&listaProcessos=1300)
Aelton Freitas,Deputado Federal,PR,MG,Improbidade Administrativa,Atos de Improbidade Administrativa - Dano ao Erário,Em Andamento,002597-86.2013.8.13.0344 - TJ-MG - Comarca de Iturama (http://www4.tjmg.jus.br/juridico/sf/proc_complemento.jsp?comrCodigo=344&numero=1&listaProcessos=1300)
Aelton Freitas,Deputado Federal,PR,MG,Crime contra a Lei de Licitações,Referente a contrato celebrado de maneira irregular entre o município de Iturama e a empresa Rádio Pontal do Triângulo Mineiro LTDA,Em Recurso,Ação civil pública nº 0053873-93.2012.8.13.0344          TJ-MG - Apelação cível nº 0053873-93.2012.8.13.0344 (http://www.tjmg.jus.br/portal-tjmg/processos/andamento-processual/#.WyO9hlVKjIU)
Aelton Freitas,Deputado Federal,PR,MG,Improbidade Administrativa,Atos de Improbidade Administrativa - Dano ao Erário,Em Andamento,0002217-63.2013.8.13.0344 - TJ-MG - Comarca de Iturama (http://www4.tjmg.jus.br/juridico/sf/proc_resultado.jsp?listaProcessos=13000221&comrCodigo=344&numero)
Aelton Freitas,Deputado Federal,PR,MG,Improbidade Administrativa,Atos de Improbidade Administrativa - Dano ao Erário,Em Andamento,0071727-03.2012.8.13.0344 - TJ-MG - Comarca de Iturama (http://www4.tjmg.jus.br/juridico/sf/proc_resultado.jsp?listaProcessos=12007172&comrCodigo=344&numero)
Aelton Freitas,Deputado Federal,PR,MG,Improbidade Administrativa,Atos de Improbidade Administrativa - Dano ao Erário,Em Andamento,0071719-26.2012.8.13.0344 - TJ-MG - Comarca de Iturama (http://www4.tjmg.jus.br/juridico/sf/proc_resultado.jsp?listaProcessos=12007171&comrCodigo=344&numero)
Aelton Freitas,Deputado Federal,PR,MG,Improbidade Administrativa,Atos de Improbidade Administrativa,Em Andamento,0071685-51.2012.8.13.0344 - TJ-MG - Comarca de Iturama (http://www4.tjmg.jus.br/juridico/sf/proc_resultado.jsp?listaProcessos=12007168&comrCodigo=344&numero)
Afonso Florence,Deputado Federal,PT,BA,Improbidade Administrativa,Atos de Improbidade Administrativa,Arquivado,3474/2012 - STF (http://www.stf.jus.br/portal/processo/verProcessoDetalhe.asp?incidente=4236712%27)
Aguinaldo Ribeiro,Deputado Federal,PP,PB,Crime contra a Lei de Licitações,Crimes previstos na Lei de Licitações.,Arquivado,3146/2011 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4058075)
Aguinaldo Ribeiro,Deputado Federal,PP,PB,Lavagem de Dinheiro,"É alvo de inquérito aberto com a Operação Lava Jato da Policia Federal, que investiga esquema de corrupção, Formação de Quadrilha e Lavagem de Dinheiro com recursos desviados da Petrobras.",Em andamento,3989/2015 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4727643)
Aguinaldo Ribeiro,Deputado Federal,PP,PB,Corrupção Ativa e Passiva,Corrupção Ativa e Passiva contra a Administração Pública,Em andamento,4631/2017 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5277658)
Aguinaldo Ribeiro,Deputado Federal,PP,PB,Crime contra a Lei de Licitações,Crimes previstos na Lei de Licitações.,Arquivado,3382/2011 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4184347)
Alceu Moreira,Deputado Federal,MDB,RS,Corrupção Passiva,É alvo de inquérito que apura crimes da Lei de licitações e Corrupção Passiva.,Em andamento - Segredo de Justiça,3076/2011 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4024686)
Alceu Moreira,Deputado Federal,MDB,RS,Improbidade Administrativa,Ocorrências na Justiça e Tribunais de Contas- Foi condenado por Improbidade Administrativa. A Justiça considerou que houve desvio de finalidade na contratação de dois funcionários pela prefeitura de Osório e determinou o ressarcimento de danos ao erário e o pagamento de multa. O parlamentar interpôs recurso:.,Transitado em Julgado,TJ-RS - Comarca de Osório - Processo Nº 0091151-06.2003.8.21.0059          TJ-RS - Recurso especial nº 0107085-84.2013.8.21.7000          STJ - Agravo em recurso especial nº 453371/2013 (http://www3.tjrs.jus.br/site_php/consulta/consulta_processo.php?nome_comarca=Os%F3rio&versao=&versao)
Alceu Moreira,Deputado Federal,MDB,RS,Improbidade Administrativa,"Réu em processo por Improbidade Administrativa, foi condenado em segunda instância ao pagamento de multa por contratação irregular de funcionário público",Transitado em Julgado,TJ-RS - Comarca de Osório - Processo Nº 0012131-24.2007.8.21.0059                TJ-RS - Apelação nº 0635778-26.2010.8.21.7000 . (http://www3.tjrs.jus.br/site_php/consulta/consulta_processo.php?nome_comarca=Os%F3rio&versao=&versao)
Alceu Moreira,Deputado Federal,MDB,RS,Crime de Responsabilidade,Foi condenado ao pagamento de multa por conduta vedada a agente público (uso irregular de serviço social de saúde pública). A decisão foi mantida em segunda instância,Transitado em Julgado,2592006 - TRE-RS (http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=594092006&comboTribunal=rs)
Alex Canziani,Deputado Federal,PTB,PR,Crime Eleitoral,"O parlamentar é acusado de, juntamente com o ex-prefeito de Londrina Antonio Belinati e o ex-deputado federal José Janene, desviar recursos públicos para quitar dívidas decorrentes do fornecimento de refeições a seus cabos eleitorais e de prestação de serviços alimentícios em eventos destinados a sua campanha eleitoral.",Em Andamento,0012683-75.2001.8.16.0014 - TJ - PR - Comarca de Londrina (https://projudi.tjpr.jus.br/projudi_consulta/)
Alex Canziani ,Deputado Federal,PTB,PR,Dano ao Erário,É réu em ação civil pública por Improbidade Administrativa com Dano ao Erário movida pelo Ministério Público do Paraná. Teve decretada a indisponibilidade de seus bens e a quebra de sigilo bancário.,Em Andamento,0015575-20.2002.8.16.0014 - TJ - PR - Comarca de Londrina (https://projudi.tjpr.jus.br/projudi_consulta/)
Alex Manente,Deputado Federal,PPS,SP,Dano ao Erário,É alvo de ação por Improbidade Administrativa e Dano ao Erário movida pelo Ministério Público.,Em Andamento,0015073-72.2000.8.26.0564 - TJ - SP - Comarca de São Bernardo do Campo (http://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=FOZ000BMP0000&processo.foro=564&conversationId)
Alex Manente,Deputado Federal,PPS,SP,Crime Eleitoral,É alvo de inquérito que apura a prática de crimes eleitorais,Em Andamento,4007/2015 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4735232)
Alexandre Serfiotis,Deputado Federal,PSD,RJ,Dano ao Erário,"O Deputado é acusado, pelo Ministério Público, de Improbidade Administrativa com Dano ao Erário",Em andamento,0002668-95.2015.8.19.0071 - TJ-RJ - Comarca de Porto Real (http://www4.tjrj.jus.br/consultaProcessoWebV2/consultaProc.do?v=2&FLAGNOME=&back=1&tipoConsulta=publ)
Alexandre Leite,Deputado Federal,DEM,SP,Crime Eleitoral,É investigado por crimes eleitorais.,Arquivado,3760/2015 - STF (http://www.stf.jus.br/portal/processo/verProcessoDetalhe.asp?incidente=4458672%27)
Alexandre Valle,Deputado Federal,PR,RJ,Crime Eleitoral,"O Deputado é acusado de propaganda irregular na campanha à Prefeitura de Itaguaí em 2012. O primeiro grau julgou improcedente representação ajuizada contra o parlamentar. Entretanto, quando a decisão foi recorrida, o parlamentar foi multado.",Arquivado,Recurso eleitoral nº 31987.2012.619.0105 - TRE-RJ e TSE (http://inter03.tse.jus.br/sadpPush/ExibirPartesProcessoZona.do)
Alexandre Valle,Deputado Federal,PR,RJ,Improbidade Administrativa,Ação ajuizada pelo MPE por atos de Improbidade Administrativa.,Em andamento,0008594-04.2015.8.19.0024 - TJ-RJ - Comarca de Itaguaí (http://www4.tjrj.jus.br/consultaProcessoWebV2/consultaProc.do?v=2&numProcesso=2015.024.008367-4)
Alfredo Nascimento,Deputado Federal,PR,AM,Improbidade Administrativa,Improbidade Administrativa,Em andamento,0208665-55.2008.8.04.0001 - TJ - AM - Comarca de Manaus (https://consultasaj.tjam.jus.br/cpopg/show.do?processo.codigo=01000D7G20000&processo.foro=1&conversa)
Alfredo Nascimento,Deputado Federal,PR,AM,Improbidade Administrativa,"Foi condenado com seu então secretário de Administração por Improbidade Administrativa praticada durante sua gestão como prefeito de Manaus: no exercício de 1997 a 2003 foram contratadas mais de 14 mil pessoas para cargos nas secretarias municipais sem concurso público. A Justiça determinou a suspensão dos direitos políticos do parlamentar por cinco anos, a proibição de contratar com o poder público ou receber benefícios ou incentivos fiscais, direta ou indiretamente, pelo prazo de três anos, o pagamento de multa em dez vezes o valor da remuneração recebida nos cargos que ocupavam à época dos fatos, e o pagamento de indenização por danos morais coletivos no valor de R$ 80 mil. O recurso foi negado em Segunda Instância",Transitado em Julgado,0024449-61.2005.8.04.0001 - TJ - AM - Comarca de Manaus (https://consultasaj.tjam.jus.br/cpopg/show.do?processo.codigo=01000D7G20000&processo.foro=1&conversa)
Alfredo Nascimento,Deputado Federal,PR,AM,Lavagem de Dinheiro,"Corrupção e Lavagem de Dinheiro com base nas Delações da Odebrecht.  É suspeito de ter recebido R$ 200 mil, via caixa dois, para a campanha de 2006, quando era ministro dos Transportes",Em andamento,4443/2017 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5149826)
Aliel Machado,Deputado Federal,PSB,PR,Crime Eleitoral,Prestação de Contas da Campanha para a Prefeitura de Ponta Grossa nas Eleições de 2016 rejeitadas,Em Recurso Eleitoral,0000044-62.2016.6.16.0015 - TRE-PR (http://www.tre-pr.jus.br/servicos-judiciais/acompanhamento-processual/acompanhamento-processual)
Altineu Côrtes,Deputado Federal,PR,RJ,Improbidade Administrativa,É réu em ação civil de Improbidade Administrativa por utilização do programa estadual Jovens pela Paz para fins partidários.,Em Andamento,0039625-49.2008.8.19.0004 - TJ - RJ/Comarca de São Gonçalo (http://www4.tjrj.jus.br/ConsultaUnificada/consulta.do)
Altineu Côrtes,Deputado Federal,PR,RJ,Improbidade Administrativa,"Foi condenado por Improbidade Administrativa pela dispensa irregular de licitação na contratação do Instituto de Professores Públicos e Particulares para organizar concurso público para provimento dos cargos de agentes de disciplina para o Departamento Geral de Ações Socioeducativas, quando secretário da Infância e Juventude.",Em 2ª Instância - TJ - RJ (Deputado Recorre),0259225-13.2010.8.19.0001 - TJ-RJ/Comarca do Rio de Janeiro (http://www4.tjrj.jus.br/ConsultaUnificada/consulta.do)
Aluisio Mendes,Deputado Federal,PODE,MA,Improbidade Administrativa,TJ-MA - Comarca de São Luís - Ação civil pública nº 60531-11.2014.8.10.0001 - É réu em ação por Improbidade Administrativa movida pelo Ministério Público do Estado do Maranhão.,,
André Abdon,Deputado Federal,PP,AP,Crime Eleitoral,Foram reprovadas suas contas de campanha para vereador de Macapá nas eleições de 2012.,Contas Reprovadas,978.372.012.603.001 - TRE-AP - 10ª Z.E (http://www.tre-ap.jus.br/admin-tre-ap/linksmenuinferior-tre-ap/acompanhamento-processual)
Andre Moura,Deputado Federal,PSC,SE,Crime de Responsabilidade,Foram encontradas irregularidades na aplicação de recursos do Fundo Nacional de Saúde recebidos pelo Município de Pirambu.,Em Andamento,8108/2012 - TCU (https://contas.tcu.gov.br/juris/Web/Juris/ConsultarTextual2/Processos.faces)
Andre Moura,Deputado Federal,PSC,SE,Crime de Responsabilidade,Foi multado por irregularidades na contratação de agentes comunitários de saúde pela prefeitura de Pirambu durante a sua gestão como prefeito do município.,Em Andamento,3934/2014 - TCU (https://contas.tcu.gov.br/juris/Web/Juris/ConsultarTextual2/Processos.faces)
Andre Moura,Deputado Federal,PSC,SE,Crime contra a Lei de Licitações,"Foi responsabilizado por fraude em licitações, fracionamento de despesas e inscrição irregular de beneficiários no programa Bolsa Família.",Em Andamento,3007/2016 - TCU (https://contas.tcu.gov.br/juris/Web/Juris/ConsultarTextual2/Processos.faces)
Andre Moura,Deputado Federal,PSC,SE,Dano ao Erário,É réu em ação civil pública por Improbidade Administrativa (Dano ao Erário e violação aos princípios administrativos) movida pelo Ministério Público Estadual. O MP ajuizou a ação em face do parlamentar devido a realização de compras irregulares de mercadorias para a satisfação de interesses pessoais em detrimento do interesse público.,Em Andamento, 0000572-22.2007.8.25.0039  - TJ - SE - Comarca de Pirambu (http://www.tjse.jus.br/portal/consultas/consulta-processual)
Andre Moura,Deputado Federal,PSC,SE,Improbidade Administrativa,"Foi condenado em primeira e segunda instância por Improbidade Administrativa. O TJ-SE decidiu pela suspensão dos direitos políticos dos réus, o que o tornaria inelegível e acarretaria na não-diplomação para a legislatura de 2015-2019. O parlamentar conseguiu a suspensão dessa decisão no STJ:",Em Andamento,0000571-37.2007.8.25.0039 - TJ - SE - Comarca de Pirambu (http://www.tjse.jus.br/portal/consultas/consulta-processual)
Andre Moura,Deputado Federal,PSC,SE,Peculato e Formação de Quadrilha,Peculato e Formação de Quadrilha,Em Andamento,3204/2013 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4087495)
Andre Moura,Deputado Federal,PSC,SE,Crime de Responsabilidade,Crimes Previstos na Legislação Extravagante,Em Andamento,3110/2013 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4040846)
Andre Moura,Deputado Federal,PSC,SE,Crime de Responsabilidade,Crimes Previstos na Legislação Extravagante,Em Andamento,4680/2016 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5368703)
Andre Moura,Deputado Federal,PSC,SE,Crime de Responsabilidade,"É alvo de Investigação Penal que apura Crime de Responsabilidade e Formação de Quadrilha. Durante a sua gestão e a de seu sucessor na prefeitura de Pirambu (SE), o réu teria se associado a grupo que desviou recursos municipais para compras em proveito próprio ou de terceiros. Além disso, também teria participado de fraudes em procedimentos licitatórios.",Em Andamento,3224/2013 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4094232)
Andre Moura,Deputado Federal,PSC,SE,Tentativa de Homícidio,"Apura crime de tentativa homicídio simples. O Deputado é acusado por um eex-aliado do deputado, de ter sido ameaçado de morte por Moura. Ele suspeita que o parlamentar esteja por trás dos disparos que atingiram de raspão o vigilante de sua casa em 2007.",Em Andamento,3905/2014 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4626221)
